mzmed,rtmed,g3
311.1251761,11.50105,153.2399979
312.1270487,11.50614167,23.48958245
234.0415254,11.5071,36.04789684
344.0808152,11.5071,41.06320684
381.1155458,11.5071,97.48048055
464.2023333,11.5071,44.61163041
261.008366,11.50793333,243.7665627
262.0109879,11.50934167,26.05795939
240.0523232,11.53095833,38.62970254
455.1177656,11.53475,53.08422731
507.1491508,11.53475,314.6797452
716.3463397,11.53475,14.71129649
816.2624143,11.53661667,49.28887609
260.0969097,11.53661667,133.1287948
346.1401887,11.5426,83.61355401
372.129416,11.55808333,29.45960062
370.0859398,11.56799167,64.61437099
369.0827576,11.56799167,305.703555
456.1539071,11.5685,36.02181211
457.1806638,11.56988333,106.2348095
286.0033627,11.57686667,139.5266897
574.2918222,11.58280833,68.88048912
351.1561772,11.58718333,30.40643945
390.1168433,11.59076667,48.17759098
573.2887596,11.5927,190.9272464
389.1092675,11.59413333,97.22224039
435.1151579,11.60343333,126.9072804
378.17584,11.60584167,210.789055
289.1654449,11.62111667,87.10955905
583.2719367,11.625375,128.3861202
584.2742077,11.62690833,37.57342459
585.2805564,11.62816667,10.34659407
768.437314,11.63206667,14.18008185
377.1440371,11.63206667,124.5847383
292.1229244,11.6389,139.4659502
393.1908505,11.64271667,91.42188516
220.0850157,11.65096667,154.9337201
360.1090438,11.65405,54.53222663
451.1376452,11.66253333,100.0149934
659.2854095,11.67268333,38.83045729
465.2335951,11.67345,28.75983833
485.1300346,11.67593333,51.93537646
326.2084287,11.67698333,110.839353
658.2829654,11.67803333,78.00490275
523.0987771,11.67803333,121.7229987
350.1277401,11.67803333,89.55381594
479.1093264,11.68338333,99.83879214
615.1927729,11.68465,39.80937446
896.3667413,11.68465,29.1214127
329.0767301,11.68541667,59.05603278
471.1609535,11.68774167,175.5967491
397.0649598,11.68774167,32.97876826
391.0450688,11.69083333,31.52526224
405.1368426,11.69083333,29.35427363
487.0596353,11.69083333,72.41496513
307.0946363,11.69285,1446.10497
666.2615353,11.6931,30.02242489
896.8691071,11.69449167,20.87083519
472.1631741,11.69536667,43.17654214
309.0996135,11.69536667,57.70889279
231.995175,11.69536667,49.35672755
407.0172038,11.6986,26.63284943
274.0397589,11.6986,55.67892798
512.13136,11.70433333,36.00986312
280.068799,11.70530833,54.60865
407.0639079,11.70576667,115.1638069
308.097828,11.70873333,328.1688346
524.1007383,11.7097,96.43673166
336.1121737,11.71118333,38.81200054
443.1167314,11.71118333,54.23968044
466.1380279,11.71311667,53.32199274
870.4206533,11.71311667,27.87440933
869.9200381,11.715725,28.68064981
870.9214594,11.71833333,19.81245706
295.1394671,11.72184167,32.78671066
442.1144031,11.73321667,61.66057528
325.0765961,11.736575,40.65834623
699.2588077,11.736575,33.83963799
324.0724273,11.74175,261.6126496
584.2316081,11.74328333,43.87132479
914.445259,11.74766667,29.37761077
458.1557703,11.74766667,37.46956992
913.4416129,11.74766667,91.92549918
397.2193184,11.74766667,28.77539442
358.151027,11.75851667,32.47700574
427.0819021,11.76178333,77.6326896
568.1131303,11.76178333,24.37169934
650.2263676,11.76693333,22.2293152
493.2279351,11.77126667,49.62952518
303.1450659,11.77421667,130.8488046
447.0593916,11.7883,70.31167767
297.065047,11.78948333,82.88269977
586.0940565,11.79066667,59.72162572
585.0905348,11.79365,203.9640257
520.2031401,11.794775,30.19872566
287.1501171,11.7959,77.98587719
502.1708498,11.7959,88.17648129
406.0239111,11.799,32.32437742
405.0178342,11.80131667,37.91441499
328.0842134,11.8027,62.50024492
160.0415669,11.80433333,75.05878825
409.1702478,11.80755,140.1342172
856.4176447,11.80918333,54.7929697
772.2994226,11.80918333,15.65851237
306.1023174,11.81125,1067.863119
320.0810927,11.8161,31.87394778
517.2475412,11.81865833,30.53975447
285.1449187,11.82121667,59.10333142
516.2447935,11.82548333,101.0601636
769.2856991,11.82685,43.7376951
769.7871611,11.82685,24.9224333
370.1806618,11.82741667,73.72002719
369.1776732,11.82741667,392.7313872
493.0976993,11.82798333,76.69086969
339.0752245,11.83089167,54.80966386
447.2226399,11.83615,63.64928992
506.0545164,11.8403,38.09322206
401.1478408,11.84180833,51.14260279
551.2815865,11.84721667,15.48578729
330.0289049,11.85228333,31.03079041
325.096328,11.85228333,61.83204685
736.1571683,11.85301667,27.27435176
342.1046758,11.85301667,26.34992789
587.095154,11.85485,108.58167
302.1061916,11.86240833,64.94016454
495.0773783,11.87019167,161.0392384
527.966808,11.8728,25.89023633
289.086625,11.87395,424.7145619
840.2897485,11.87593333,27.87389457
420.1402535,11.878225,64.05110415
385.1137197,11.87920833,36.60130652
661.1442874,11.87978333,40.76038573
310.0931878,11.87978333,30.92203029
432.0514818,11.88109167,60.23167881
431.049649,11.88109167,289.8162888
429.0494199,11.88109167,3206.551802
430.0528733,11.88109167,661.415
489.0808694,11.88166667,60.75209591
291.0979264,11.88166667,44.21214909
452.0339197,11.88220833,43.09666657
451.0310131,11.88220833,202.2796131
467.004557,11.88275,31.30739979
427.6926639,11.88275,18.12899005
839.2865889,11.88275,53.27395637
490.0859375,11.88275,26.8245413
528.9729885,11.88276667,30.26618009
362.1347845,11.88276667,66.75392882
260.1507161,11.88629167,51.1717029
510.0734091,11.90340833,24.48145595
255.1352746,11.90340833,38.18898797
407.1499782,11.905675,209.3800018
304.050953,11.90885,23.05278154
303.0544566,11.90885,52.74586498
331.1034423,11.92976667,61.12987567
416.1122787,11.93161667,37.53381478
460.1711185,11.93456667,37.33917598
416.0724606,11.93456667,64.07117377
415.0699376,11.93570833,68.06538217
284.0236935,11.93570833,26.02363455
326.0344346,11.93658333,49.49875763
680.3720882,11.93711667,39.16954339
360.1219256,11.93711667,37.74501338
459.1681964,11.93711667,143.5768793
275.0675144,11.93711667,108.1205299
348.1122818,11.9384,124.3113465
383.096173,11.94715,68.96207857
510.997562,11.955325,38.43470513
424.2042514,11.95706667,44.73201359
501.1193677,11.96051667,45.12488948
244.0050193,11.96295,168.1429613
401.1001537,11.96448333,55.01891454
244.5064814,11.96448333,32.69865985
339.1120456,11.96631667,35.5321668
259.0655943,11.96851667,33.94853012
577.2102659,11.98238333,94.09199189
578.2114526,11.98795,31.29831486
350.1278422,11.9893,95.8402641
570.1145715,11.99065,46.68340497
493.1784413,11.9929,60.69440068
523.1577705,11.9929,32.82354657
399.09301,11.9929,178.3573429
426.1955565,11.9929,238.9620632
330.0654062,11.99373333,81.18815622
425.192459,11.99373333,1045.79143
427.1970157,11.9944,57.30915405
432.1509395,11.9944,55.93702748
345.065658,11.995325,42.8209978
414.1399727,11.99599167,711.0581862
415.1432783,11.99691667,202.2346462
400.0962167,11.99691667,30.45506745
391.1257365,12.005275,47.3812245
434.1483479,12.005425,38.1833165
482.1272359,12.00619167,55.90210326
381.1157436,12.00688333,93.11083374
433.2102663,12.00688333,34.31326809
419.1729931,12.00871667,81.42561733
333.1184233,12.0179,56.59198966
416.1449715,12.01869167,56.56736057
483.1218753,12.01891667,57.87088257
622.1549898,12.01948333,62.12430674
383.2065016,12.01948333,125.394563
378.1151157,12.01993333,61.97635285
448.2084864,12.02136667,87.23051585
702.2703488,12.02236667,34.27690367
447.2048386,12.02310833,273.4538782
680.2892901,12.03041667,545.2153378
681.2919226,12.03041667,202.364469
403.1971311,12.03128333,35.55593373
682.2945641,12.03488333,44.46072676
466.094587,12.0492,29.19764855
322.1330075,12.0492,36.62921983
213.0777744,12.05075,31.15897207
753.2028718,12.05286667,42.69408758
753.7030415,12.05286667,26.04513191
987.4352385,12.05343333,24.96861729
538.2617378,12.05343333,40.9462367
375.039251,12.05343333,123.3046316
428.1351018,12.0535,336.0564077
429.1374485,12.061175,103.659786
423.2004235,12.07811667,122.6138217
584.2318281,12.10743333,116.626948
585.2365557,12.10743333,53.75487882
373.1120034,12.10791667,88.45052726
385.2220281,12.10791667,169.4022354
481.1483288,12.10859167,45.83141313
478.0589937,12.10926667,38.27840181
399.190948,12.10926667,112.100981
507.2079475,12.11201667,77.92974648
316.0864472,12.1131,186.7825697
188.036735,12.11498333,180.9544831
144.0471268,12.11498333,111.5532703
361.0601548,12.11498333,123.2381655
418.1617335,12.12218333,72.76593214
371.0977547,12.13126667,69.15648446
526.2509753,12.13855,39.13596576
509.0983814,12.13855,39.65648187
417.1580416,12.13855,240.6190796
351.1569883,12.13878333,41.82533673
494.1338157,12.14109167,27.75333573
614.1830634,12.14118333,34.52461577
317.0900632,12.14118333,45.57772469
524.0596073,12.14316667,54.11484642
525.0654038,12.14316667,37.71867951
427.1470466,12.14316667,71.97505502
851.2917544,12.14316667,50.84217315
852.2952024,12.14316667,20.03614816
523.10931,12.14316667,93.04314048
425.1424624,12.14355,1756.250947
426.1452552,12.14355,380.9708278
463.1378479,12.14355,46.41678755
493.1305784,12.14613333,119.6608627
443.2192073,12.17056667,75.40865149
380.17501,12.17121667,156.9013237
412.0783359,12.17245,211.6530171
411.0766689,12.1729,883.6511123
289.165801,12.17294167,99.22005722
158.083538,12.17294167,112.5754629
405.0853992,12.17298333,74.13025711
790.2565799,12.1746,90.61970322
379.1725047,12.18540833,416.115841
262.1281354,12.18604167,304.5396367
450.1430997,12.19806667,43.80607757
443.0282051,12.1991,23.092576
341.0889527,12.19963333,153.9805801
446.0691326,12.19963333,34.98401146
411.1859551,12.19963333,125.4355087
303.1448923,12.19965,137.6384756
440.1278917,12.19966667,67.81513763
427.1810421,12.19966667,54.55654932
439.1238016,12.19966667,201.0164607
374.0918311,12.20056667,49.66330106
790.7589743,12.20056667,45.38591715
301.1295471,12.20183333,65.81637786
381.1797895,12.20323333,143.5306638
516.1862205,12.2115,234.1273637
588.2150173,12.2224,71.31217053
334.0969594,12.22863333,43.59306754
406.1618865,12.22870833,81.27382825
595.1065643,12.22894167,46.51084065
165.9846346,12.22896667,86.6977151
362.0197245,12.22896667,81.86539274
488.1511091,12.24203333,67.44324497
489.1521726,12.24626667,39.97006366
299.123691,12.25085,61.65733686
306.9954698,12.25094167,73.98254868
714.2402991,12.25094167,468.0816594
715.2434137,12.254,183.0067331
297.0655634,12.25426667,49.62442325
321.1024928,12.2575,64.30383662
487.1488971,12.2575,162.8311942
716.2427928,12.25751667,75.4413018
388.1514617,12.2579,55.96161534
259.1191052,12.2585,222.0401636
436.0880109,12.2585,108.3887205
736.2209039,12.2586,41.62569683
613.2979271,12.2586,104.255851
443.0646351,12.26226667,89.05977358
200.9873489,12.263325,234.8995887
518.184084,12.26333333,50.26887908
389.1442067,12.26333333,82.89166058
502.170004,12.26333333,142.0402599
316.1792824,12.26385833,24.82809552
346.1378141,12.26845,66.72405436
392.0813505,12.27116667,80.43774585
261.1252835,12.27634167,1080.343896
378.1752643,12.279,166.8722081
342.166971,12.28765833,436.3030136
323.0824106,12.28778333,37.86124184
343.1697609,12.28786667,97.50645865
336.0217089,12.28786667,89.704467
606.077564,12.2882,25.65213711
544.1662057,12.28853333,41.75805139
463.198095,12.28853333,63.52524155
517.1801364,12.28885833,190.8489912
537.1307381,12.29275,62.25138873
457.1804833,12.31245833,86.77198233
263.1392384,12.31266667,37.05279443
228.1067054,12.31768333,45.2491769
587.2666468,12.31768333,34.26176019
393.0937103,12.31785833,36.44152766
327.1452919,12.31785833,83.09376565
376.1073333,12.31785833,57.96151735
294.0792016,12.31995,63.70879956
312.1569879,12.32260833,852.552628
486.1398383,12.32424167,146.7124725
396.1217175,12.32431667,53.81551659
313.1600562,12.32431667,158.0501517
424.1604837,12.32439167,50.6922484
455.1589968,12.32446667,78.1484563
248.0969503,12.330075,38.42626923
626.2989863,12.33568333,25.72229121
547.2341988,12.33628333,51.61637271
546.7327208,12.33719167,59.5643039
505.1340183,12.3387,384.1563382
506.1371494,12.34234167,137.4585427
303.0186422,12.34355,124.7487126
304.0214278,12.34381667,20.28115275
247.0727523,12.3484,22.85634756
477.1575673,12.349,68.00829009
413.2034604,12.349,97.32766609
362.1292986,12.349,69.66349629
409.1711209,12.35000833,764.6941574
636.2684216,12.35101667,56.17807665
637.2722755,12.35101667,27.82128452
525.1601916,12.35101667,38.14510322
625.2951269,12.35133333,66.38682261
427.1659745,12.35133333,87.34003062
410.1741587,12.351425,169.9345928
363.1659197,12.351425,167.3748203
399.1410218,12.35165,41.2571694
298.0941086,12.35564167,60.26441579
300.1095912,12.35618333,144.3812064
391.1371183,12.36028333,887.6443239
471.1136171,12.36685,35.42948401
393.1390305,12.37165,71.75055403
392.1391414,12.3787,237.9559712
471.2023059,12.37891667,60.88602478
468.1533082,12.37935,113.6302516
419.1509461,12.37935,172.7917244
417.0184828,12.3806,58.56719299
272.0969912,12.38404167,696.3963713
456.0419197,12.384075,35.06220171
427.2324832,12.3867,143.1796852
408.0886894,12.39328333,49.48333475
339.1640698,12.39654167,46.12800452
469.1540742,12.397975,31.29398677
383.0925468,12.39831667,93.17858296
420.1859418,12.40435833,267.6842468
421.1892962,12.408875,87.05998061
439.2159425,12.40991667,43.49836245
336.0718863,12.409925,59.78916956
283.1193611,12.409925,36.8636661
344.135743,12.409925,82.21002836
383.2066577,12.40993333,165.6464186
231.0882896,12.41125833,29.78611194
318.1448094,12.41145,61.76235941
534.226968,12.4126,44.96686045
370.1608539,12.41296667,51.98713642
337.180001,12.41530833,42.23488017
395.2054952,12.41725,70.14230496
434.1594797,12.419925,206.003021
337.0758914,12.42695,30.02848897
435.1618581,12.42914167,86.98366663
325.1029632,12.43144167,66.32038138
442.1495703,12.434275,270.0951389
438.0894949,12.44246667,55.14773602
377.1440592,12.444,189.1774792
396.1680089,12.444,76.20058548
513.0658316,12.444,47.49462949
437.0865448,12.44403333,220.4666138
214.1096562,12.44408333,114.9764413
491.1699838,12.44480833,39.82942562
358.1863506,12.44513333,78.61915295
273.0992952,12.44589167,196.5162198
340.0842108,12.44778333,43.36958558
462.0991856,12.44778333,27.67304575
305.0709494,12.44823333,94.46620753
300.0194387,12.44868333,22.39661271
620.8293349,12.44868333,22.63167998
571.1493699,12.44868333,189.1443288
508.1494218,12.44868333,126.8175289
306.1020545,12.45033333,141.1770823
356.1824717,12.45448333,322.9141826
380.1562945,12.45613333,93.82207622
400.1919236,12.45629167,54.48156905
375.1302281,12.45846667,191.5260068
661.2270316,12.45994167,21.0847833
429.1204765,12.45994167,42.68497231
554.1550885,12.46056667,78.60337102
399.1892085,12.460675,237.6016499
425.219458,12.46445,128.2699052
218.0695391,12.46471667,457.425474
449.113,12.46915,67.07762609
450.1212943,12.4712,51.4289141
357.1878567,12.4712,76.45376533
338.1277548,12.4717,39.01980308
219.0713293,12.4717,57.04566993
660.2543729,12.4722,46.51782678
381.0881796,12.4748,146.1271876
382.084026,12.47506667,63.37472947
621.3271853,12.47506667,23.99701796
509.1533232,12.475375,47.02653716
447.2047124,12.47721667,288.4189914
587.0909465,12.47825833,51.41380171
586.0938767,12.4787,62.50928876
291.090844,12.4787,135.230599
378.1573764,12.4787,86.92872735
502.1349902,12.4787,228.3346083
659.2517873,12.4787,121.7007871
493.0976938,12.4787,47.25721872
585.0909411,12.479125,195.7459238
281.0617082,12.48033333,35.09281066
289.0864135,12.48033333,286.3267896
334.085489,12.501125,45.77974486
332.0812204,12.501125,350.9742013
358.0821443,12.50228333,114.2795112
448.209022,12.50228333,83.53007026
333.0843507,12.502775,64.48623963
454.1737303,12.50326667,60.18118213
322.097121,12.5042,120.4338638
452.1584875,12.50431667,46.78089559
354.0644089,12.50536667,50.12811621
458.1453092,12.50536667,125.3140116
390.1749357,12.50880833,141.9358484
413.0920046,12.5103,230.9139475
414.0940698,12.5115,41.36798649
357.2133394,12.51160833,36.6268742
453.052441,12.51221667,44.32018247
469.1346399,12.51659167,101.7696224
