mzmed,rtmed,neg_c1
311.1251761,11.50105,183.1127477
312.1270487,11.50614167,27.74804564
234.0415254,11.5071,68.07820982
344.0808152,11.5071,66.49846805
381.1155458,11.5071,88.91387651
464.2023333,11.5071,71.63830173
261.008366,11.50793333,529.9467586
262.0109879,11.50934167,55.10471853
240.0523232,11.53095833,55.89637607
455.1177656,11.53475,47.13485278
507.1491508,11.53475,790.059162
716.3463397,11.53475,29.44098184
816.2624143,11.53661667,68.24809751
260.0969097,11.53661667,261.5716644
346.1401887,11.5426,158.1409389
372.129416,11.55808333,41.40953266
370.0859398,11.56799167,88.64491547
369.0827576,11.56799167,419.2066114
456.1539071,11.5685,38.70174741
457.1806638,11.56988333,109.8010221
286.0033627,11.57686667,362.7361223
574.2918222,11.58280833,37.18330018
351.1561772,11.58718333,51.05087895
390.1168433,11.59076667,59.04050573
573.2887596,11.5927,111.7066887
389.1092675,11.59413333,114.852569
435.1151579,11.60343333,184.9521946
378.17584,11.60584167,238.5396162
289.1654449,11.62111667,81.5845878
583.2719367,11.625375,262.8806942
584.2742077,11.62690833,86.98182143
585.2805564,11.62816667,31.35757896
768.437314,11.63206667,28.28360705
377.1440371,11.63206667,309.2604133
292.1229244,11.6389,162.1638684
393.1908505,11.64271667,113.7937735
220.0850157,11.65096667,104.0156569
360.1090438,11.65405,85.42123294
451.1376452,11.66253333,58.94559031
659.2854095,11.67268333,75.72567975
465.2335951,11.67345,77.91511921
485.1300346,11.67593333,38.53046312
326.2084287,11.67698333,173.1329467
658.2829654,11.67803333,179.7169385
523.0987771,11.67803333,389.7308752
350.1277401,11.67803333,154.4656347
479.1093264,11.68338333,166.2639818
615.1927729,11.68465,85.40716262
896.3667413,11.68465,25.6800863
329.0767301,11.68541667,61.99760804
471.1609535,11.68774167,135.3622759
397.0649598,11.68774167,42.38648778
391.0450688,11.69083333,37.36917438
405.1368426,11.69083333,49.80749186
487.0596353,11.69083333,68.91868762
307.0946363,11.69285,2109.8877
666.2615353,11.6931,35.08021647
896.8691071,11.69449167,17.05237054
472.1631741,11.69536667,36.30965334
309.0996135,11.69536667,83.70968436
231.995175,11.69536667,120.975195
407.0172038,11.6986,37.65936001
274.0397589,11.6986,86.44809017
512.13136,11.70433333,54.82558146
280.068799,11.70530833,45.08449331
407.0639079,11.70576667,68.79090365
308.097828,11.70873333,412.9447375
524.1007383,11.7097,256.1563791
336.1121737,11.71118333,55.16606076
443.1167314,11.71118333,77.40190354
466.1380279,11.71311667,68.0005985
870.4206533,11.71311667,10.13597503
869.9200381,11.715725,7.558380443
870.9214594,11.71833333,3.596121019
295.1394671,11.72184167,56.34599922
442.1144031,11.73321667,53.51283794
325.0765961,11.736575,27.23183251
699.2588077,11.736575,45.91242509
324.0724273,11.74175,233.1660493
584.2316081,11.74328333,46.95141718
914.445259,11.74766667,64.19811054
458.1557703,11.74766667,45.93155957
913.4416129,11.74766667,126.2073702
397.2193184,11.74766667,25.84292542
358.151027,11.75851667,57.06129762
427.0819021,11.76178333,89.86807588
568.1131303,11.76178333,73.84511916
650.2263676,11.76693333,31.78902004
493.2279351,11.77126667,385.4141126
303.1450659,11.77421667,157.0515076
447.0593916,11.7883,56.299912
297.065047,11.78948333,76.43370169
586.0940565,11.79066667,109.4412163
585.0905348,11.79365,372.9138619
520.2031401,11.794775,45.75807899
287.1501171,11.7959,177.6642291
502.1708498,11.7959,181.2895569
406.0239111,11.799,34.22836293
405.0178342,11.80131667,29.86694158
328.0842134,11.8027,69.34132236
160.0415669,11.80433333,96.26561282
409.1702478,11.80755,202.665751
856.4176447,11.80918333,69.08886365
772.2994226,11.80918333,19.74466305
306.1023174,11.81125,1128.612334
320.0810927,11.8161,52.30484904
517.2475412,11.81865833,39.33631132
285.1449187,11.82121667,94.7500804
516.2447935,11.82548333,126.9830294
769.2856991,11.82685,45.52112492
769.7871611,11.82685,21.65775676
370.1806618,11.82741667,95.10797372
369.1776732,11.82741667,445.8682955
493.0976993,11.82798333,49.29180003
339.0752245,11.83089167,74.13082811
447.2226399,11.83615,346.9757679
506.0545164,11.8403,57.50885178
401.1478408,11.84180833,73.3603916
551.2815865,11.84721667,37.80811288
330.0289049,11.85228333,31.4871893
325.096328,11.85228333,45.6784064
736.1571683,11.85301667,122.3237935
342.1046758,11.85301667,30.1270074
587.095154,11.85485,226.8347471
302.1061916,11.86240833,51.73079525
495.0773783,11.87019167,79.00031454
527.966808,11.8728,58.59579863
289.086625,11.87395,507.1690456
840.2897485,11.87593333,51.7704149
420.1402535,11.878225,71.19162683
385.1137197,11.87920833,55.40837126
661.1442874,11.87978333,66.55961361
310.0931878,11.87978333,32.4515862
432.0514818,11.88109167,142.0738511
431.049649,11.88109167,850.9941773
429.0494199,11.88109167,9564.107177
430.0528733,11.88109167,1873.361306
489.0808694,11.88166667,226.6794129
291.0979264,11.88166667,64.16694057
452.0339197,11.88220833,99.96940968
451.0310131,11.88220833,480.9507375
467.004557,11.88275,97.43761996
427.6926639,11.88275,70.27366144
839.2865889,11.88275,100.9366839
490.0859375,11.88275,76.14873246
528.9729885,11.88276667,69.99180615
362.1347845,11.88276667,93.27075304
260.1507161,11.88629167,88.86243846
510.0734091,11.90340833,49.58928734
255.1352746,11.90340833,28.81267462
407.1499782,11.905675,248.2627239
304.050953,11.90885,45.0072655
303.0544566,11.90885,65.7899205
331.1034423,11.92976667,52.5352322
416.1122787,11.93161667,28.27824105
460.1711185,11.93456667,48.11919993
416.0724606,11.93456667,35.84000187
415.0699376,11.93570833,150.9779634
284.0236935,11.93570833,34.14100598
326.0344346,11.93658333,73.54076728
680.3720882,11.93711667,47.7962013
360.1219256,11.93711667,79.15721924
459.1681964,11.93711667,250.2590385
275.0675144,11.93711667,74.35623696
348.1122818,11.9384,142.41623
383.096173,11.94715,106.2226428
510.997562,11.955325,79.90938434
424.2042514,11.95706667,30.47571913
501.1193677,11.96051667,142.9331559
244.0050193,11.96295,326.7933268
401.1001537,11.96448333,48.73243913
244.5064814,11.96448333,72.19092635
339.1120456,11.96631667,55.10209314
259.0655943,11.96851667,45.53090769
577.2102659,11.98238333,190.6601974
578.2114526,11.98795,56.51124105
350.1278422,11.9893,182.851567
570.1145715,11.99065,58.14484473
493.1784413,11.9929,55.52758425
523.1577705,11.9929,41.57157661
399.09301,11.9929,344.631495
426.1955565,11.9929,298.7123958
330.0654062,11.99373333,154.4564807
425.192459,11.99373333,1176.918303
427.1970157,11.9944,61.81334626
432.1509395,11.9944,116.954541
345.065658,11.995325,52.07288794
414.1399727,11.99599167,903.0190616
415.1432783,11.99691667,251.3639581
400.0962167,11.99691667,71.79193681
391.1257365,12.005275,71.37314146
434.1483479,12.005425,53.39899175
482.1272359,12.00619167,39.62559344
381.1157436,12.00688333,104.0240066
433.2102663,12.00688333,70.72492368
419.1729931,12.00871667,54.58227056
333.1184233,12.0179,88.3352209
416.1449715,12.01869167,64.29824064
483.1218753,12.01891667,103.4732897
622.1549898,12.01948333,146.1040432
383.2065016,12.01948333,62.48613306
378.1151157,12.01993333,63.79454054
448.2084864,12.02136667,75.50615379
702.2703488,12.02236667,32.52774268
447.2048386,12.02310833,165.5359457
680.2892901,12.03041667,871.3798284
681.2919226,12.03041667,317.5434835
403.1971311,12.03128333,47.49041388
682.2945641,12.03488333,76.79159016
466.094587,12.0492,33.86820157
322.1330075,12.0492,48.14770998
213.0777744,12.05075,41.5198349
753.2028718,12.05286667,77.87858145
753.7030415,12.05286667,27.62321804
987.4352385,12.05343333,29.43343732
538.2617378,12.05343333,72.0972911
375.039251,12.05343333,169.6005788
428.1351018,12.0535,532.8490642
429.1374485,12.061175,155.5556818
423.2004235,12.07811667,192.3368287
584.2318281,12.10743333,154.4014863
585.2365557,12.10743333,47.50123128
373.1120034,12.10791667,98.2866929
385.2220281,12.10791667,58.13446979
481.1483288,12.10859167,43.31600171
478.0589937,12.10926667,53.92782692
399.190948,12.10926667,129.1752525
507.2079475,12.11201667,123.0227201
316.0864472,12.1131,282.4259986
188.036735,12.11498333,288.1075518
144.0471268,12.11498333,176.08612
361.0601548,12.11498333,149.5224542
418.1617335,12.12218333,94.20636798
371.0977547,12.13126667,104.5043704
526.2509753,12.13855,87.61015751
509.0983814,12.13855,39.14612959
417.1580416,12.13855,262.9834621
351.1569883,12.13878333,73.62139681
494.1338157,12.14109167,44.35621574
614.1830634,12.14118333,71.73210348
317.0900632,12.14118333,57.84459773
524.0596073,12.14316667,52.93234284
525.0654038,12.14316667,38.46927512
427.1470466,12.14316667,120.1476665
851.2917544,12.14316667,87.6776513
852.2952024,12.14316667,31.49288381
523.10931,12.14316667,78.92959549
425.1424624,12.14355,2002.65911
426.1452552,12.14355,424.5778705
463.1378479,12.14355,44.4503292
493.1305784,12.14613333,169.4663067
443.2192073,12.17056667,41.67724293
380.17501,12.17121667,103.2036694
412.0783359,12.17245,336.780892
411.0766689,12.1729,1440.82343
289.165801,12.17294167,126.0626851
158.083538,12.17294167,78.90830611
405.0853992,12.17298333,125.0029678
790.2565799,12.1746,237.4154189
379.1725047,12.18540833,674.8164385
262.1281354,12.18604167,503.9205193
450.1430997,12.19806667,129.1429399
443.0282051,12.1991,29.96631218
341.0889527,12.19963333,59.88128364
446.0691326,12.19963333,41.86741607
411.1859551,12.19963333,206.4103766
303.1448923,12.19965,181.9640619
440.1278917,12.19966667,53.05003085
427.1810421,12.19966667,72.60810221
439.1238016,12.19966667,111.4511882
374.0918311,12.20056667,60.68893078
790.7589743,12.20056667,150.6914926
301.1295471,12.20183333,79.1624814
381.1797895,12.20323333,179.1110165
516.1862205,12.2115,547.9133178
588.2150173,12.2224,102.6530585
334.0969594,12.22863333,53.67255039
406.1618865,12.22870833,130.1239448
595.1065643,12.22894167,96.43263773
165.9846346,12.22896667,113.8079868
362.0197245,12.22896667,88.85260621
488.1511091,12.24203333,108.9908532
489.1521726,12.24626667,51.85151611
299.123691,12.25085,94.9480573
306.9954698,12.25094167,141.7146621
714.2402991,12.25094167,741.480308
715.2434137,12.254,287.2026996
297.0655634,12.25426667,39.28313978
321.1024928,12.2575,111.4060667
487.1488971,12.2575,307.3068584
716.2427928,12.25751667,117.4383498
388.1514617,12.2579,54.49805379
259.1191052,12.2585,242.4998251
436.0880109,12.2585,81.48508168
736.2209039,12.2586,52.50125318
613.2979271,12.2586,114.2525362
443.0646351,12.26226667,214.0208117
200.9873489,12.263325,469.6563139
518.184084,12.26333333,94.53650395
389.1442067,12.26333333,80.65473447
502.170004,12.26333333,294.1296756
316.1792824,12.26385833,56.62841416
346.1378141,12.26845,76.51309138
392.0813505,12.27116667,188.8781478
261.1252835,12.27634167,2950.148483
378.1752643,12.279,132.7034786
342.166971,12.28765833,434.4288028
323.0824106,12.28778333,61.23355132
343.1697609,12.28786667,95.02445993
336.0217089,12.28786667,66.6851954
606.077564,12.2882,38.67525147
544.1662057,12.28853333,28.99340959
463.198095,12.28853333,109.3463359
517.1801364,12.28885833,314.708658
537.1307381,12.29275,67.72798766
457.1804833,12.31245833,147.2883954
263.1392384,12.31266667,56.21293074
228.1067054,12.31768333,43.88487629
587.2666468,12.31768333,28.64240855
393.0937103,12.31785833,135.0688425
327.1452919,12.31785833,102.0716091
376.1073333,12.31785833,77.65020037
294.0792016,12.31995,70.78742672
312.1569879,12.32260833,1037.798586
486.1398383,12.32424167,302.8629108
396.1217175,12.32431667,58.17233505
313.1600562,12.32431667,203.156798
424.1604837,12.32439167,66.18482733
455.1589968,12.32446667,60.84316359
248.0969503,12.330075,53.64504816
626.2989863,12.33568333,54.62315994
547.2341988,12.33628333,81.7321366
546.7327208,12.33719167,79.45447578
505.1340183,12.3387,683.1161257
506.1371494,12.34234167,243.2599484
303.0186422,12.34355,185.9244117
304.0214278,12.34381667,29.34879328
247.0727523,12.3484,27.28812248
477.1575673,12.349,89.65562321
413.2034604,12.349,73.75539231
362.1292986,12.349,99.46696508
409.1711209,12.35000833,968.2972
636.2684216,12.35101667,99.35803182
637.2722755,12.35101667,37.82544681
525.1601916,12.35101667,62.77865887
625.2951269,12.35133333,130.4774585
427.1659745,12.35133333,56.61820706
410.1741587,12.351425,200.3758615
363.1659197,12.351425,177.2225957
399.1410218,12.35165,69.79122311
298.0941086,12.35564167,94.42390445
300.1095912,12.35618333,164.3841821
391.1371183,12.36028333,1024.867312
471.1136171,12.36685,76.89092639
393.1390305,12.37165,167.1271625
392.1391414,12.3787,341.1641194
471.2023059,12.37891667,75.16388382
468.1533082,12.37935,222.2904081
419.1509461,12.37935,694.1574681
417.0184828,12.3806,67.62372113
272.0969912,12.38404167,996.4752903
456.0419197,12.384075,59.22424578
427.2324832,12.3867,98.66656695
408.0886894,12.39328333,58.59988833
339.1640698,12.39654167,73.26245298
469.1540742,12.397975,59.33807084
383.0925468,12.39831667,158.3086323
420.1859418,12.40435833,199.1945071
421.1892962,12.408875,127.2493082
439.2159425,12.40991667,38.47105958
336.0718863,12.409925,198.7572098
283.1193611,12.409925,61.74671455
344.135743,12.409925,108.2865954
383.2066577,12.40993333,73.26577404
231.0882896,12.41125833,52.75178173
318.1448094,12.41145,44.92270961
534.226968,12.4126,104.7252032
370.1608539,12.41296667,73.78178063
337.180001,12.41530833,62.67058397
395.2054952,12.41725,53.87467209
434.1594797,12.419925,243.7809478
337.0758914,12.42695,47.94833872
435.1618581,12.42914167,93.22893216
325.1029632,12.43144167,108.4128329
442.1495703,12.434275,936.3800946
438.0894949,12.44246667,84.015682
377.1440592,12.444,373.2369824
396.1680089,12.444,111.690944
513.0658316,12.444,62.88151192
437.0865448,12.44403333,373.6992164
214.1096562,12.44408333,82.89200065
491.1699838,12.44480833,26.65437214
358.1863506,12.44513333,33.46327328
273.0992952,12.44589167,289.3759758
340.0842108,12.44778333,49.97740597
462.0991856,12.44778333,44.52392836
305.0709494,12.44823333,52.12747523
300.0194387,12.44868333,40.43183425
620.8293349,12.44868333,62.93801879
571.1493699,12.44868333,50.88879389
508.1494218,12.44868333,359.802969
306.1020545,12.45033333,249.6694504
356.1824717,12.45448333,362.4632252
380.1562945,12.45613333,159.376037
400.1919236,12.45629167,59.99743607
375.1302281,12.45846667,316.4815138
661.2270316,12.45994167,46.76474269
429.1204765,12.45994167,69.48072838
554.1550885,12.46056667,129.9328806
399.1892085,12.460675,285.4877954
425.219458,12.46445,119.424027
218.0695391,12.46471667,269.2145928
449.113,12.46915,119.1881998
450.1212943,12.4712,63.28225221
357.1878567,12.4712,81.56418256
338.1277548,12.4717,57.89191956
219.0713293,12.4717,36.95087485
660.2543729,12.4722,58.57025141
381.0881796,12.4748,230.0350884
382.084026,12.47506667,107.8211889
621.3271853,12.47506667,51.9462319
509.1533232,12.475375,92.72466439
447.2047124,12.47721667,570.421778
587.0909465,12.47825833,110.2226277
586.0938767,12.4787,54.95448294
291.090844,12.4787,171.7340653
378.1573764,12.4787,161.4393626
502.1349902,12.4787,128.7244862
659.2517873,12.4787,156.8053932
493.0976938,12.4787,64.87030401
585.0909411,12.479125,147.2465323
281.0617082,12.48033333,35.42125876
289.0864135,12.48033333,292.3540227
334.085489,12.501125,66.0811761
332.0812204,12.501125,506.8221121
358.0821443,12.50228333,233.4990081
448.209022,12.50228333,152.9892473
333.0843507,12.502775,100.4524585
454.1737303,12.50326667,125.6441974
322.097121,12.5042,177.92957
452.1584875,12.50431667,159.5499706
354.0644089,12.50536667,52.19329653
458.1453092,12.50536667,221.1035338
390.1749357,12.50880833,224.4266957
413.0920046,12.5103,727.8849502
414.0940698,12.5115,171.5793276
357.2133394,12.51160833,51.43767676
453.052441,12.51221667,173.1115937
